invoice_detail_invoice_no,invoice_detail_item_no,invoice_date,item_name_en
331680,8,2020-07-28,"""Gmmiris  Ata"""
331680,9,2020-07-28,Thekola
331680,10,2020-07-28,"""Paripipu  No.2 """
331680,11,2020-07-28,"""Rathu  Kekuluhal"""
331681,1,2020-07-28,"""Seeni Rathu"""
331681,2,2020-07-28,"""Sudu Kekulu  Hal"""
331682,1,2020-07-28,"""Seeni Rathu"""
331683,1,2020-07-28,"""Seeni Rathu"""
331683,2,2020-07-28,"""Sudu Kekulu  Hal"""
331683,3,2020-07-28,"""Pan Piti Prema No1"""
331683,4,2020-07-28,"""Miris  Kudu"""
331684,1,2020-07-28,"""Seeni Rathu"""
331684,2,2020-07-28,"""Sudu Kekulu  Hal"""
331685,1,2020-07-28,"""Seeni Rathu"""
331686,1,2020-07-28,"""Seeni Rathu"""
331687,1,2020-07-28,"""Seeni Rathu"""
331688,1,2020-07-28,"""Seeni Rathu"""
331688,2,2020-07-28,"""Sudu Kekulu  Hal"""
331689,1,2020-07-28,"""Seeni Rathu"""
331689,2,2020-07-28,"""Sudu Kekulu  Hal"""
331690,1,2020-07-28,"""Seeni Rathu"""
331691,1,2020-07-28,"""Seeni Rathu"""
331692,1,2020-07-28,"""Seeni Rathu"""
331692,2,2020-07-28,"""Sudu Kekulu  Hal"""
331693,1,2020-07-28,"""Seeni Rathu"""
331693,2,2020-07-28,"""Sudu Kekulu  Hal"""
331694,1,2020-07-28,"""Seeni Rathu"""
331694,2,2020-07-28,"""Sudu Kekulu  Hal"""
331695,1,2020-07-28,"""Seeni Rathu"""
331696,1,2020-07-28,"""Seeni Rathu"""
331696,2,2020-07-28,"""Sudu Kekulu  Hal"""
331696,3,2020-07-28,"""Pan Piti Prema No1"""
331697,1,2020-07-28,"""Seeni Rathu"""
331698,1,2020-07-28,"""Seeni Rathu"""
331698,2,2020-07-28,"""Sudu Kekulu  Hal"""
331699,1,2020-07-28,"""Seeni Rathu"""
331699,2,2020-07-28,"""Sudu Kekulu  Hal"""
331699,3,2020-07-28,"""Pan Piti Prema No1"""
331699,4,2020-07-28,"""Miris  Kudu"""
331699,5,2020-07-28,"""Kaha  Kudu"""
331700,1,2020-07-28,"""Seeni Rathu"""
331701,1,2020-07-28,"""Seeni Rathu"""
331702,1,2020-07-28,"""Seeni Rathu"""
331702,2,2020-07-28,"""Sudu Kekulu  Hal"""
331703,1,2020-07-28,"""Seeni Rathu"""
331704,1,2020-07-28,"""Seeni Rathu"""
331705,1,2020-07-28,"""Seeni Rathu"""
331705,2,2020-07-28,"""Sudu Kekulu  Hal"""
331705,3,2020-07-28,"""Pan Piti Prema No1"""
331705,4,2020-07-28,"""Miris  Kudu"""
331705,5,2020-07-28,"""Kaha  Kudu"""
331705,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331705,7,2020-07-28,"""Gammiris  Kudu"""
331705,8,2020-07-28,"""Gmmiris  Ata"""
331706,1,2020-07-28,"""Seeni Rathu"""
331706,2,2020-07-28,"""Sudu Kekulu  Hal"""
331707,1,2020-07-28,"""Seeni Rathu"""
331708,1,2020-07-28,"""Seeni Rathu"""
331708,2,2020-07-28,"""Sudu Kekulu  Hal"""
331709,1,2020-07-28,"""Seeni Rathu"""
331709,2,2020-07-28,"""Sudu Kekulu  Hal"""
331709,3,2020-07-28,"""Pan Piti Prema No1"""
331709,4,2020-07-28,"""Miris  Kudu"""
331709,5,2020-07-28,"""Kaha  Kudu"""
331709,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331709,7,2020-07-28,"""Gammiris  Kudu"""
331710,1,2020-07-28,"""Seeni Rathu"""
331711,1,2020-07-28,"""Seeni Rathu"""
331711,2,2020-07-28,"""Sudu Kekulu  Hal"""
331712,1,2020-07-28,"""Seeni Rathu"""
331712,2,2020-07-28,"""Sudu Kekulu  Hal"""
331713,1,2020-07-28,"""Seeni Rathu"""
331713,2,2020-07-28,"""Sudu Kekulu  Hal"""
331713,3,2020-07-28,"""Pan Piti Prema No1"""
331713,4,2020-07-28,"""Miris  Kudu"""
331713,5,2020-07-28,"""Kaha  Kudu"""
331713,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331714,1,2020-07-28,"""Seeni Rathu"""
331714,2,2020-07-28,"""Sudu Kekulu  Hal"""
331714,3,2020-07-28,"""Pan Piti Prema No1"""
331714,4,2020-07-28,"""Miris  Kudu"""
331715,1,2020-07-28,"""Seeni Rathu"""
331716,1,2020-07-28,"""Seeni Rathu"""
331717,1,2020-07-28,"""Seeni Rathu"""
331718,1,2020-07-28,"""Seeni Rathu"""
331718,2,2020-07-28,"""Sudu Kekulu  Hal"""
331718,3,2020-07-28,"""Pan Piti Prema No1"""
331718,4,2020-07-28,"""Miris  Kudu"""
331718,5,2020-07-28,"""Kaha  Kudu"""
331718,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331718,7,2020-07-28,"""Gammiris  Kudu"""
331718,8,2020-07-28,"""Gmmiris  Ata"""
331718,9,2020-07-28,Thekola
331718,10,2020-07-28,"""Paripipu  No.2 """
331718,11,2020-07-28,"""Rathu  Kekuluhal"""
331718,12,2020-07-28,"""Samba Hal Stiem"""
331718,13,2020-07-28,"""Nadu  Hal"""
331719,1,2020-07-28,"""Seeni Rathu"""
331719,2,2020-07-28,"""Sudu Kekulu  Hal"""
331720,1,2020-07-28,"""Seeni Rathu"""
331720,2,2020-07-28,"""Sudu Kekulu  Hal"""
331721,1,2020-07-28,"""Seeni Rathu"""
331721,2,2020-07-28,"""Sudu Kekulu  Hal"""
331721,3,2020-07-28,"""Pan Piti Prema No1"""
331721,4,2020-07-28,"""Miris  Kudu"""
331722,1,2020-07-28,"""Seeni Rathu"""
331723,1,2020-07-28,"""Seeni Rathu"""
331724,1,2020-07-28,"""Seeni Rathu"""
331724,2,2020-07-28,"""Sudu Kekulu  Hal"""
331725,1,2020-07-28,"""Seeni Rathu"""
331725,2,2020-07-28,"""Sudu Kekulu  Hal"""
331725,3,2020-07-28,"""Pan Piti Prema No1"""
331726,1,2020-07-28,"""Seeni Rathu"""
331727,1,2020-07-28,"""Seeni Rathu"""
331727,2,2020-07-28,"""Sudu Kekulu  Hal"""
331728,1,2020-07-28,"""Seeni Rathu"""
331729,1,2020-07-28,"""Seeni Rathu"""
331730,1,2020-07-28,"""Seeni Rathu"""
331731,1,2020-07-28,"""Seeni Rathu"""
331731,2,2020-07-28,"""Sudu Kekulu  Hal"""
331732,1,2020-07-28,"""Seeni Rathu"""
331732,2,2020-07-28,"""Sudu Kekulu  Hal"""
331732,3,2020-07-28,"""Pan Piti Prema No1"""
331732,4,2020-07-28,"""Miris  Kudu"""
331732,5,2020-07-28,"""Kaha  Kudu"""
331733,1,2020-07-28,"""Seeni Rathu"""
331733,2,2020-07-28,"""Sudu Kekulu  Hal"""
331734,1,2020-07-28,"""Seeni Rathu"""
331734,2,2020-07-28,"""Sudu Kekulu  Hal"""
331734,3,2020-07-28,"""Pan Piti Prema No1"""
331734,4,2020-07-28,"""Miris  Kudu"""
331735,1,2020-07-28,"""Seeni Rathu"""
331736,1,2020-07-28,"""Seeni Rathu"""
331737,1,2020-07-28,"""Seeni Rathu"""
331738,1,2020-07-28,"""Seeni Rathu"""
331738,2,2020-07-28,"""Sudu Kekulu  Hal"""
331738,3,2020-07-28,"""Pan Piti Prema No1"""
331739,1,2020-07-28,"""Seeni Rathu"""
331739,2,2020-07-28,"""Sudu Kekulu  Hal"""
331740,1,2020-07-28,"""Seeni Rathu"""
331740,2,2020-07-28,"""Sudu Kekulu  Hal"""
331741,1,2020-07-28,"""Seeni Rathu"""
331741,2,2020-07-28,"""Sudu Kekulu  Hal"""
331741,3,2020-07-28,"""Pan Piti Prema No1"""
331742,1,2020-07-28,"""Seeni Rathu"""
331743,1,2020-07-28,"""Seeni Rathu"""
331743,2,2020-07-28,"""Sudu Kekulu  Hal"""
331743,3,2020-07-28,"""Pan Piti Prema No1"""
331744,1,2020-07-28,"""Seeni Rathu"""
331744,2,2020-07-28,"""Sudu Kekulu  Hal"""
331744,3,2020-07-28,"""Pan Piti Prema No1"""
331744,4,2020-07-28,"""Miris  Kudu"""
331744,5,2020-07-28,"""Kaha  Kudu"""
331744,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331744,7,2020-07-28,"""Gammiris  Kudu"""
331746,1,2020-07-28,"""Seeni Rathu"""
331746,2,2020-07-28,"""Sudu Kekulu  Hal"""
331746,3,2020-07-28,"""Pan Piti Prema No1"""
331746,4,2020-07-28,"""Miris  Kudu"""
331746,5,2020-07-28,"""Kaha  Kudu"""
331747,1,2020-07-28,"""Seeni Rathu"""
331747,2,2020-07-28,"""Sudu Kekulu  Hal"""
331749,1,2020-07-28,"""Seeni Rathu"""
331749,2,2020-07-28,"""Sudu Kekulu  Hal"""
331749,3,2020-07-28,"""Pan Piti Prema No1"""
331750,1,2020-07-28,"""Seeni Rathu"""
331750,2,2020-07-28,"""Sudu Kekulu  Hal"""
331750,3,2020-07-28,"""Pan Piti Prema No1"""
331751,1,2020-07-28,"""Seeni Rathu"""
331752,1,2020-07-28,"""Seeni Rathu"""
331753,1,2020-07-28,"""Seeni Rathu"""
331754,1,2020-07-28,"""Seeni Rathu"""
331755,1,2020-07-28,"""Seeni Rathu"""
331755,2,2020-07-28,"""Sudu Kekulu  Hal"""
331756,1,2020-07-28,"""Seeni Rathu"""
331756,2,2020-07-28,"""Sudu Kekulu  Hal"""
331757,1,2020-07-28,"""Seeni Rathu"""
331757,2,2020-07-28,"""Sudu Kekulu  Hal"""
331757,3,2020-07-28,"""Pan Piti Prema No1"""
331758,1,2020-07-28,"""Seeni Rathu"""
331758,2,2020-07-28,"""Sudu Kekulu  Hal"""
331759,1,2020-07-28,"""Seeni Rathu"""
331759,2,2020-07-28,"""Sudu Kekulu  Hal"""
331760,1,2020-07-28,"""Seeni Rathu"""
331760,2,2020-07-28,"""Sudu Kekulu  Hal"""
331760,3,2020-07-28,"""Pan Piti Prema No1"""
331760,4,2020-07-28,"""Miris  Kudu"""
331760,5,2020-07-28,"""Kaha  Kudu"""
331760,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331760,7,2020-07-28,"""Gammiris  Kudu"""
331761,1,2020-07-28,"""Seeni Rathu"""
331761,2,2020-07-28,"""Sudu Kekulu  Hal"""
331761,3,2020-07-28,"""Pan Piti Prema No1"""
331762,1,2020-07-28,"""Seeni Rathu"""
331763,1,2020-07-28,"""Seeni Rathu"""
331763,2,2020-07-28,"""Sudu Kekulu  Hal"""
331764,1,2020-07-28,"""Seeni Rathu"""
331764,2,2020-07-28,"""Sudu Kekulu  Hal"""
331764,3,2020-07-28,"""Pan Piti Prema No1"""
331764,4,2020-07-28,"""Miris  Kudu"""
331765,1,2020-07-28,"""Seeni Rathu"""
331765,2,2020-07-28,"""Sudu Kekulu  Hal"""
331765,3,2020-07-28,"""Pan Piti Prema No1"""
331765,4,2020-07-28,"""Miris  Kudu"""
331765,5,2020-07-28,"""Kaha  Kudu"""
331765,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331765,7,2020-07-28,"""Gammiris  Kudu"""
331766,1,2020-07-28,"""Seeni Rathu"""
331766,2,2020-07-28,"""Sudu Kekulu  Hal"""
331766,3,2020-07-28,"""Pan Piti Prema No1"""
331766,4,2020-07-28,"""Miris  Kudu"""
331766,5,2020-07-28,"""Kaha  Kudu"""
331766,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331766,7,2020-07-28,"""Gammiris  Kudu"""
331766,8,2020-07-28,"""Gmmiris  Ata"""
331766,9,2020-07-28,Thekola
331766,10,2020-07-28,"""Paripipu  No.2 """
331766,11,2020-07-28,"""Rathu  Kekuluhal"""
331767,1,2020-07-28,"""Seeni Rathu"""
331767,2,2020-07-28,"""Sudu Kekulu  Hal"""
331767,3,2020-07-28,"""Pan Piti Prema No1"""
331767,4,2020-07-28,"""Miris  Kudu"""
331767,5,2020-07-28,"""Kaha  Kudu"""
331767,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331767,7,2020-07-28,"""Gammiris  Kudu"""
331767,8,2020-07-28,"""Gmmiris  Ata"""
331767,9,2020-07-28,Thekola
331768,1,2020-07-28,"""Seeni Rathu"""
331768,2,2020-07-28,"""Sudu Kekulu  Hal"""
331769,1,2020-07-28,"""Seeni Rathu"""
331769,2,2020-07-28,"""Sudu Kekulu  Hal"""
331770,1,2020-07-28,"""Seeni Rathu"""
331770,2,2020-07-28,"""Sudu Kekulu  Hal"""
331771,1,2020-07-28,"""Seeni Rathu"""
331772,1,2020-07-28,"""Seeni Rathu"""
331772,2,2020-07-28,"""Sudu Kekulu  Hal"""
331773,1,2020-07-28,"""Seeni Rathu"""
331773,2,2020-07-28,"""Sudu Kekulu  Hal"""
331773,3,2020-07-28,"""Pan Piti Prema No1"""
331773,4,2020-07-28,"""Miris  Kudu"""
331774,1,2020-07-28,"""Seeni Rathu"""
331774,2,2020-07-28,"""Sudu Kekulu  Hal"""
331774,3,2020-07-28,"""Pan Piti Prema No1"""
331774,4,2020-07-28,"""Miris  Kudu"""
331775,1,2020-07-28,"""Seeni Rathu"""
331776,1,2020-07-28,"""Seeni Rathu"""
331776,2,2020-07-28,"""Sudu Kekulu  Hal"""
331777,1,2020-07-28,"""Seeni Rathu"""
331777,2,2020-07-28,"""Sudu Kekulu  Hal"""
331777,3,2020-07-28,"""Pan Piti Prema No1"""
331778,1,2020-07-28,"""Seeni Rathu"""
331778,2,2020-07-28,"""Sudu Kekulu  Hal"""
331778,3,2020-07-28,"""Pan Piti Prema No1"""
331779,1,2020-07-28,"""Seeni Rathu"""
331780,1,2020-07-28,"""Seeni Rathu"""
331780,2,2020-07-28,"""Sudu Kekulu  Hal"""
331780,3,2020-07-28,"""Pan Piti Prema No1"""
331780,4,2020-07-28,"""Miris  Kudu"""
331780,5,2020-07-28,"""Kaha  Kudu"""
331780,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331781,1,2020-07-28,"""Seeni Rathu"""
331781,2,2020-07-28,"""Sudu Kekulu  Hal"""
331781,3,2020-07-28,"""Pan Piti Prema No1"""
331782,1,2020-07-28,"""Seeni Rathu"""
331782,2,2020-07-28,"""Sudu Kekulu  Hal"""
331783,1,2020-07-28,"""Seeni Rathu"""
331783,2,2020-07-28,"""Sudu Kekulu  Hal"""
331784,1,2020-07-28,"""Seeni Rathu"""
331784,2,2020-07-28,"""Sudu Kekulu  Hal"""
331785,1,2020-07-28,"""Seeni Rathu"""
331786,1,2020-07-28,"""Seeni Rathu"""
331787,1,2020-07-28,"""Seeni Rathu"""
331787,2,2020-07-28,"""Sudu Kekulu  Hal"""
331787,3,2020-07-28,"""Pan Piti Prema No1"""
331788,1,2020-07-28,"""Seeni Rathu"""
331790,1,2020-07-28,"""Seeni Rathu"""
331790,2,2020-07-28,"""Sudu Kekulu  Hal"""
331790,3,2020-07-28,"""Pan Piti Prema No1"""
331790,4,2020-07-28,"""Miris  Kudu"""
331790,5,2020-07-28,"""Kaha  Kudu"""
331790,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331791,1,2020-07-28,"""Seeni Rathu"""
331791,2,2020-07-28,"""Sudu Kekulu  Hal"""
331791,3,2020-07-28,"""Pan Piti Prema No1"""
331791,4,2020-07-28,"""Miris  Kudu"""
331792,1,2020-07-28,"""Seeni Rathu"""
331792,2,2020-07-28,"""Sudu Kekulu  Hal"""
331792,3,2020-07-28,"""Pan Piti Prema No1"""
331792,4,2020-07-28,"""Miris  Kudu"""
331792,5,2020-07-28,"""Kaha  Kudu"""
331792,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331793,1,2020-07-28,"""Seeni Rathu"""
331794,1,2020-07-28,"""Seeni Rathu"""
331794,2,2020-07-28,"""Sudu Kekulu  Hal"""
331794,3,2020-07-28,"""Pan Piti Prema No1"""
331794,4,2020-07-28,"""Miris  Kudu"""
331794,5,2020-07-28,"""Kaha  Kudu"""
331795,1,2020-07-28,"""Seeni Rathu"""
331796,1,2020-07-28,"""Seeni Rathu"""
331796,2,2020-07-28,"""Sudu Kekulu  Hal"""
331796,3,2020-07-28,"""Pan Piti Prema No1"""
331796,4,2020-07-28,"""Miris  Kudu"""
331798,1,2020-07-28,"""Seeni Rathu"""
331798,2,2020-07-28,"""Sudu Kekulu  Hal"""
331798,3,2020-07-28,"""Pan Piti Prema No1"""
331798,4,2020-07-28,"""Miris  Kudu"""
331798,5,2020-07-28,"""Kaha  Kudu"""
331799,1,2020-07-28,"""Seeni Rathu"""
331799,2,2020-07-28,"""Sudu Kekulu  Hal"""
331800,1,2020-07-28,"""Seeni Rathu"""
331800,2,2020-07-28,"""Sudu Kekulu  Hal"""
331800,3,2020-07-28,"""Pan Piti Prema No1"""
331800,4,2020-07-28,"""Miris  Kudu"""
331801,1,2020-07-28,"""Seeni Rathu"""
331802,1,2020-07-28,"""Seeni Rathu"""
331803,1,2020-07-28,"""Seeni Rathu"""
331803,2,2020-07-28,"""Sudu Kekulu  Hal"""
331803,3,2020-07-28,"""Pan Piti Prema No1"""
331803,4,2020-07-28,"""Miris  Kudu"""
331803,5,2020-07-28,"""Kaha  Kudu"""
331804,1,2020-07-28,"""Seeni Rathu"""
331805,1,2020-07-28,"""Seeni Rathu"""
331805,2,2020-07-28,"""Sudu Kekulu  Hal"""
331805,3,2020-07-28,"""Pan Piti Prema No1"""
331806,1,2020-07-28,"""Seeni Rathu"""
331807,1,2020-07-28,"""Seeni Rathu"""
331808,1,2020-07-28,"""Seeni Rathu"""
331809,1,2020-07-28,"""Seeni Rathu"""
331810,1,2020-07-28,"""Seeni Rathu"""
331810,2,2020-07-28,"""Sudu Kekulu  Hal"""
331810,3,2020-07-28,"""Pan Piti Prema No1"""
331811,1,2020-07-28,"""Seeni Rathu"""
331811,2,2020-07-28,"""Sudu Kekulu  Hal"""
331811,3,2020-07-28,"""Pan Piti Prema No1"""
331811,4,2020-07-28,"""Miris  Kudu"""
331812,1,2020-07-28,"""Seeni Rathu"""
331814,1,2020-07-28,"""Seeni Rathu"""
331814,2,2020-07-28,"""Sudu Kekulu  Hal"""
331814,3,2020-07-28,"""Pan Piti Prema No1"""
331814,4,2020-07-28,"""Miris  Kudu"""
331814,5,2020-07-28,"""Kaha  Kudu"""
331814,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331814,7,2020-07-28,"""Gammiris  Kudu"""
331814,8,2020-07-28,"""Gmmiris  Ata"""
331814,9,2020-07-28,Thekola
331814,10,2020-07-28,"""Paripipu  No.2 """
331815,1,2020-07-28,"""Seeni Rathu"""
331815,2,2020-07-28,"""Sudu Kekulu  Hal"""
331815,3,2020-07-28,"""Pan Piti Prema No1"""
331816,1,2020-07-28,"""Seeni Rathu"""
331817,1,2020-07-28,"""Seeni Rathu"""
331817,2,2020-07-28,"""Sudu Kekulu  Hal"""
331818,1,2020-07-28,"""Seeni Rathu"""
331818,2,2020-07-28,"""Sudu Kekulu  Hal"""
331819,1,2020-07-28,"""Seeni Rathu"""
331820,1,2020-07-28,"""Seeni Rathu"""
331820,2,2020-07-28,"""Sudu Kekulu  Hal"""
331821,1,2020-07-28,"""Seeni Rathu"""
331822,1,2020-07-28,"""Seeni Rathu"""
331822,2,2020-07-28,"""Sudu Kekulu  Hal"""
331822,3,2020-07-28,"""Pan Piti Prema No1"""
331823,1,2020-07-28,"""Seeni Rathu"""
331823,2,2020-07-28,"""Sudu Kekulu  Hal"""
331823,3,2020-07-28,"""Pan Piti Prema No1"""
331823,4,2020-07-28,"""Miris  Kudu"""
331823,5,2020-07-28,"""Kaha  Kudu"""
331823,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331823,7,2020-07-28,"""Gammiris  Kudu"""
331823,8,2020-07-28,"""Gmmiris  Ata"""
331823,9,2020-07-28,Thekola
331823,10,2020-07-28,"""Paripipu  No.2 """
331824,1,2020-07-28,"""Seeni Rathu"""
331824,2,2020-07-28,"""Sudu Kekulu  Hal"""
331825,1,2020-07-28,"""Seeni Rathu"""
331825,2,2020-07-28,"""Sudu Kekulu  Hal"""
331825,3,2020-07-28,"""Pan Piti Prema No1"""
331825,4,2020-07-28,"""Miris  Kudu"""
331825,5,2020-07-28,"""Kaha  Kudu"""
331825,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331825,7,2020-07-28,"""Gammiris  Kudu"""
331825,8,2020-07-28,"""Gmmiris  Ata"""
331825,9,2020-07-28,Thekola
331825,10,2020-07-28,"""Paripipu  No.2 """
331825,11,2020-07-28,"""Rathu  Kekuluhal"""
331825,12,2020-07-28,"""Samba Hal Stiem"""
331825,13,2020-07-28,"""Nadu  Hal"""
331825,14,2020-07-28,"""Kadala  Pareppu"""
331825,15,2020-07-28,Soya
331826,1,2020-07-28,"""Seeni Rathu"""
331826,2,2020-07-28,"""Sudu Kekulu  Hal"""
331826,3,2020-07-28,"""Pan Piti Prema No1"""
331826,4,2020-07-28,"""Miris  Kudu"""
331827,1,2020-07-28,"""Seeni Rathu"""
331827,2,2020-07-28,"""Sudu Kekulu  Hal"""
331828,1,2020-07-28,"""Seeni Rathu"""
331829,1,2020-07-28,"""Seeni Rathu"""
331830,1,2020-07-28,"""Seeni Rathu"""
331830,2,2020-07-28,"""Sudu Kekulu  Hal"""
331830,3,2020-07-28,"""Pan Piti Prema No1"""
331831,1,2020-07-28,"""Seeni Rathu"""
331832,1,2020-07-28,"""Seeni Rathu"""
331832,2,2020-07-28,"""Sudu Kekulu  Hal"""
331833,1,2020-07-28,"""Seeni Rathu"""
331833,2,2020-07-28,"""Sudu Kekulu  Hal"""
331834,1,2020-07-28,"""Seeni Rathu"""
331834,2,2020-07-28,"""Sudu Kekulu  Hal"""
331835,1,2020-07-28,"""Seeni Rathu"""
331835,2,2020-07-28,"""Sudu Kekulu  Hal"""
331835,3,2020-07-28,"""Pan Piti Prema No1"""
331836,1,2020-07-28,"""Seeni Rathu"""
331836,2,2020-07-28,"""Sudu Kekulu  Hal"""
331836,3,2020-07-28,"""Pan Piti Prema No1"""
331837,1,2020-07-28,"""Seeni Rathu"""
331837,2,2020-07-28,"""Sudu Kekulu  Hal"""
331837,3,2020-07-28,"""Pan Piti Prema No1"""
331838,1,2020-07-28,"""Seeni Rathu"""
331838,2,2020-07-28,"""Sudu Kekulu  Hal"""
331838,3,2020-07-28,"""Pan Piti Prema No1"""
331838,4,2020-07-28,"""Miris  Kudu"""
331838,5,2020-07-28,"""Kaha  Kudu"""
331838,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331839,1,2020-07-28,"""Seeni Rathu"""
331839,2,2020-07-28,"""Sudu Kekulu  Hal"""
331839,3,2020-07-28,"""Pan Piti Prema No1"""
331839,4,2020-07-28,"""Miris  Kudu"""
331839,5,2020-07-28,"""Kaha  Kudu"""
331839,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331839,7,2020-07-28,"""Gammiris  Kudu"""
331839,8,2020-07-28,"""Gmmiris  Ata"""
331839,9,2020-07-28,Thekola
331839,10,2020-07-28,"""Paripipu  No.2 """
331839,11,2020-07-28,"""Rathu  Kekuluhal"""
331839,12,2020-07-28,"""Samba Hal Stiem"""
331840,1,2020-07-28,"""Seeni Rathu"""
331840,2,2020-07-28,"""Sudu Kekulu  Hal"""
331840,3,2020-07-28,"""Pan Piti Prema No1"""
331840,4,2020-07-28,"""Miris  Kudu"""
331841,1,2020-07-28,"""Seeni Rathu"""
331841,2,2020-07-28,"""Sudu Kekulu  Hal"""
331841,3,2020-07-28,"""Pan Piti Prema No1"""
331842,1,2020-07-28,"""Seeni Rathu"""
331843,1,2020-07-28,"""Seeni Rathu"""
331843,2,2020-07-28,"""Sudu Kekulu  Hal"""
331844,1,2020-07-28,"""Seeni Rathu"""
331844,2,2020-07-28,"""Sudu Kekulu  Hal"""
331844,3,2020-07-28,"""Pan Piti Prema No1"""
331844,4,2020-07-28,"""Miris  Kudu"""
331844,5,2020-07-28,"""Kaha  Kudu"""
331844,6,2020-07-28,"""Thuna Paha KUdu Bedapu"""
331844,7,2020-07-28,"""Gammiris  Kudu"""
331844,8,2020-07-28,"""Gmmiris  Ata"""
331845,1,2020-07-29,"""Seeni Rathu"""
331845,2,2020-07-29,"""Sudu Kekulu  Hal"""
331845,3,2020-07-29,"""Pan Piti Prema No1"""
331846,1,2020-07-29,"""Seeni Rathu"""
331846,2,2020-07-29,"""Sudu Kekulu  Hal"""
331847,1,2020-07-29,"""Seeni Rathu"""
331847,2,2020-07-29,"""Sudu Kekulu  Hal"""
331848,1,2020-07-29,"""Seeni Rathu"""
331848,2,2020-07-29,"""Sudu Kekulu  Hal"""
331849,1,2020-07-29,"""Seeni Rathu"""
331850,1,2020-07-29,"""Seeni Rathu"""
331850,2,2020-07-29,"""Sudu Kekulu  Hal"""
331851,1,2020-07-29,"""Seeni Rathu"""
331852,1,2020-07-29,"""Seeni Rathu"""
331852,2,2020-07-29,"""Sudu Kekulu  Hal"""
331853,1,2020-07-29,"""Seeni Rathu"""
331853,2,2020-07-29,"""Sudu Kekulu  Hal"""
331854,1,2020-07-29,"""Seeni Rathu"""
331854,2,2020-07-29,"""Sudu Kekulu  Hal"""
331855,1,2020-07-29,"""Seeni Rathu"""
331855,2,2020-07-29,"""Sudu Kekulu  Hal"""
331856,1,2020-07-29,"""Seeni Rathu"""
331856,2,2020-07-29,"""Sudu Kekulu  Hal"""
331857,1,2020-07-29,"""Seeni Rathu"""
331857,2,2020-07-29,"""Sudu Kekulu  Hal"""
331858,1,2020-07-29,"""Seeni Rathu"""
331858,2,2020-07-29,"""Sudu Kekulu  Hal"""
331859,1,2020-07-29,"""Seeni Rathu"""
331859,2,2020-07-29,"""Sudu Kekulu  Hal"""
331860,1,2020-07-29,"""Seeni Rathu"""
331860,2,2020-07-29,"""Sudu Kekulu  Hal"""
331861,1,2020-07-29,"""Seeni Rathu"""
331862,1,2020-07-29,"""Seeni Rathu"""
331862,2,2020-07-29,"""Sudu Kekulu  Hal"""
331863,1,2020-07-29,"""Seeni Rathu"""
331864,1,2020-07-29,"""Seeni Rathu"""
331865,1,2020-07-29,"""Seeni Rathu"""
331866,1,2020-07-29,"""Seeni Rathu"""
331866,2,2020-07-29,"""Sudu Kekulu  Hal"""
331866,3,2020-07-29,"""Pan Piti Prema No1"""
331866,4,2020-07-29,"""Miris  Kudu"""
331867,1,2020-07-29,"""Seeni Rathu"""
331867,2,2020-07-29,"""Sudu Kekulu  Hal"""
331867,3,2020-07-29,"""Pan Piti Prema No1"""
331867,4,2020-07-29,"""Miris  Kudu"""
331868,1,2020-07-29,"""Seeni Rathu"""
331868,2,2020-07-29,"""Sudu Kekulu  Hal"""
331869,1,2020-07-29,"""Seeni Rathu"""
331869,2,2020-07-29,"""Sudu Kekulu  Hal"""
331870,1,2020-07-29,"""Seeni Rathu"""
331870,2,2020-07-29,"""Sudu Kekulu  Hal"""
331871,1,2020-07-29,"""Seeni Rathu"""
331871,2,2020-07-29,"""Sudu Kekulu  Hal"""
331872,1,2020-07-29,"""Seeni Rathu"""
331872,2,2020-07-29,"""Sudu Kekulu  Hal"""
331872,3,2020-07-29,"""Pan Piti Prema No1"""
331872,4,2020-07-29,"""Miris  Kudu"""
331873,1,2020-07-29,"""Seeni Rathu"""
331873,2,2020-07-29,"""Sudu Kekulu  Hal"""
331873,3,2020-07-29,"""Pan Piti Prema No1"""
331874,1,2020-07-29,"""Seeni Rathu"""
331875,1,2020-07-29,"""Seeni Rathu"""
331875,2,2020-07-29,"""Sudu Kekulu  Hal"""
331876,1,2020-07-29,"""Seeni Rathu"""
331876,2,2020-07-29,"""Sudu Kekulu  Hal"""
331876,3,2020-07-29,"""Pan Piti Prema No1"""
